Yearmon,CPI,year
1924-01-03,17.1,1924
1924-01-04,17.0,1924
1924-01-05,17.0,1924
1924-01-06,17.0,1924
1924-01-07,17.1,1924
1924-01-08,17.0,1924
1924-01-09,17.1,1924
1924-01-10,17.2,1924
1924-01-11,17.2,1924
1924-01-12,17.3,1924
1925-01-01,17.3,1925
1925-01-02,17.2,1925
1925-01-03,17.3,1925
1925-01-04,17.2,1925
1925-01-05,17.3,1925
1925-01-06,17.5,1925
1925-01-07,17.7,1925
1925-01-08,17.7,1925
1925-01-09,17.7,1925
1925-01-10,17.7,1925
1925-01-11,18.0,1925
1925-01-12,17.9,1925
1926-01-01,17.9,1926
1926-01-02,17.9,1926
1926-01-03,17.8,1926
1926-01-04,17.9,1926
1926-01-05,17.8,1926
1926-01-06,17.7,1926
1926-01-07,17.5,1926
1926-01-08,17.4,1926
1926-01-09,17.5,1926
1926-01-10,17.6,1926
1926-01-11,17.7,1926
1926-01-12,17.7,1926
1927-01-01,17.5,1927
1927-01-02,17.4,1927
1927-01-03,17.3,1927
1927-01-04,17.3,1927
1927-01-05,17.4,1927
1927-01-06,17.6,1927
1927-01-07,17.3,1927
1927-01-08,17.2,1927
1927-01-09,17.3,1927
1927-01-10,17.4,1927
1927-01-11,17.3,1927
1927-01-12,17.3,1927
1928-01-01,17.3,1928
1928-01-02,17.1,1928
1928-01-03,17.1,1928
1928-01-04,17.1,1928
1928-01-05,17.2,1928
1928-01-06,17.1,1928
1928-01-07,17.1,1928
1928-01-08,17.1,1928
1928-01-09,17.3,1928
1928-01-10,17.2,1928
1928-01-11,17.2,1928
1928-01-12,17.1,1928
1929-01-01,17.1,1929
1929-01-02,17.1,1929
1929-01-03,17.0,1929
1929-01-04,16.9,1929
1929-01-05,17.0,1929
1929-01-06,17.1,1929
1929-01-07,17.3,1929
1929-01-08,17.3,1929
1929-01-09,17.3,1929
1929-01-10,17.3,1929
1929-01-11,17.3,1929
1929-01-12,17.2,1929
1930-01-01,17.1,1930
1930-01-02,17.0,1930
1930-01-03,16.9,1930
1930-01-04,17.0,1930
1930-01-05,16.9,1930
1930-01-06,16.8,1930
1930-01-07,16.6,1930
1930-01-08,16.5,1930
1930-01-09,16.6,1930
1930-01-10,16.5,1930
1930-01-11,16.4,1930
1930-01-12,16.1,1930
1931-01-01,15.9,1931
1931-01-02,15.7,1931
1931-01-03,15.6,1931
1931-01-04,15.5,1931
1931-01-05,15.3,1931
1931-01-06,15.1,1931
1931-01-07,15.1,1931
1931-01-08,15.1,1931
1931-01-09,15.0,1931
1931-01-10,14.9,1931
1931-01-11,14.7,1931
1931-01-12,14.6,1931
1932-01-01,14.3,1932
1932-01-02,14.1,1932
1932-01-03,14.0,1932
1932-01-04,13.9,1932
1932-01-05,13.7,1932
1932-01-06,13.6,1932
1932-01-07,13.6,1932
1932-01-08,13.5,1932
1932-01-09,13.4,1932
1932-01-10,13.3,1932
1932-01-11,13.2,1932
1932-01-12,13.1,1932
1933-01-01,12.9,1933
1933-01-02,12.7,1933
1933-01-03,12.6,1933
1933-01-04,12.6,1933
1933-01-05,12.6,1933
1933-01-06,12.7,1933
1933-01-07,13.1,1933
1933-01-08,13.2,1933
1933-01-09,13.2,1933
1933-01-10,13.2,1933
1933-01-11,13.2,1933
1933-01-12,13.2,1933
1934-01-01,13.2,1934
1934-01-02,13.3,1934
1934-01-03,13.3,1934
1934-01-04,13.3,1934
1934-01-05,13.3,1934
1934-01-06,13.4,1934
1934-01-07,13.4,1934
1934-01-08,13.4,1934
1934-01-09,13.6,1934
1934-01-10,13.5,1934
1934-01-11,13.5,1934
1934-01-12,13.4,1934
1935-01-01,13.6,1935
1935-01-02,13.7,1935
1935-01-03,13.7,1935
1935-01-04,13.8,1935
1935-01-05,13.8,1935
1935-01-06,13.7,1935
1935-01-07,13.7,1935
1935-01-08,13.7,1935
1935-01-09,13.7,1935
1935-01-10,13.7,1935
1935-01-11,13.8,1935
1935-01-12,13.8,1935
1936-01-01,13.8,1936
1936-01-02,13.8,1936
1936-01-03,13.7,1936
1936-01-04,13.7,1936
1936-01-05,13.7,1936
1936-01-06,13.8,1936
1936-01-07,13.9,1936
1936-01-08,14.0,1936
1936-01-09,14.0,1936
1936-01-10,14.0,1936
1936-01-11,14.0,1936
1936-01-12,14.0,1936
1937-01-01,14.1,1937
1937-01-02,14.1,1937
1937-01-03,14.2,1937
1937-01-04,14.3,1937
1937-01-05,14.4,1937
1937-01-06,14.4,1937
1937-01-07,14.5,1937
1937-01-08,14.5,1937
1937-01-09,14.6,1937
1937-01-10,14.6,1937
1937-01-11,14.5,1937
1937-01-12,14.4,1937
1938-01-01,14.2,1938
1938-01-02,14.1,1938
1938-01-03,14.1,1938
1938-01-04,14.2,1938
1938-01-05,14.1,1938
1938-01-06,14.1,1938
1938-01-07,14.1,1938
1938-01-08,14.1,1938
1938-01-09,14.1,1938
1938-01-10,14.0,1938
1938-01-11,14.0,1938
1938-01-12,14.0,1938
1939-01-01,14.0,1939
1939-01-02,13.9,1939
1939-01-03,13.9,1939
1939-01-04,13.8,1939
1939-01-05,13.8,1939
1939-01-06,13.8,1939
1939-01-07,13.8,1939
1939-01-08,13.8,1939
1939-01-09,14.1,1939
1939-01-10,14.0,1939
1939-01-11,14.0,1939
1939-01-12,14.0,1939
1940-01-01,13.9,1940
1940-01-02,14.0,1940
1940-01-03,14.0,1940
1940-01-04,14.0,1940
1940-01-05,14.0,1940
1940-01-06,14.1,1940
1940-01-07,14.0,1940
1940-01-08,14.0,1940
1940-01-09,14.0,1940
1940-01-10,14.0,1940
1940-01-11,14.0,1940
1940-01-12,14.1,1940
1941-01-01,14.1,1941
1941-01-02,14.1,1941
1941-01-03,14.2,1941
1941-01-04,14.3,1941
1941-01-05,14.4,1941
1941-01-06,14.7,1941
1941-01-07,14.7,1941
1941-01-08,14.9,1941
1941-01-09,15.1,1941
1941-01-10,15.3,1941
1941-01-11,15.4,1941
1941-01-12,15.5,1941
1942-01-01,15.7,1942
1942-01-02,15.8,1942
1942-01-03,16.0,1942
1942-01-04,16.1,1942
1942-01-05,16.3,1942
1942-01-06,16.3,1942
1942-01-07,16.4,1942
1942-01-08,16.5,1942
1942-01-09,16.5,1942
1942-01-10,16.7,1942
1942-01-11,16.8,1942
1942-01-12,16.9,1942
1943-01-01,16.9,1943
1943-01-02,16.9,1943
1943-01-03,17.2,1943
1943-01-04,17.4,1943
1943-01-05,17.5,1943
1943-01-06,17.5,1943
1943-01-07,17.4,1943
1943-01-08,17.3,1943
1943-01-09,17.4,1943
1943-01-10,17.4,1943
1943-01-11,17.4,1943
1943-01-12,17.4,1943
1944-01-01,17.4,1944
1944-01-02,17.4,1944
1944-01-03,17.4,1944
1944-01-04,17.5,1944
1944-01-05,17.5,1944
1944-01-06,17.6,1944
1944-01-07,17.7,1944
1944-01-08,17.7,1944
1944-01-09,17.7,1944
1944-01-10,17.7,1944
1944-01-11,17.7,1944
1944-01-12,17.8,1944
1945-01-01,17.8,1945
1945-01-02,17.8,1945
1945-01-03,17.8,1945
1945-01-04,17.8,1945
1945-01-05,17.9,1945
1945-01-06,18.1,1945
1945-01-07,18.1,1945
1945-01-08,18.1,1945
1945-01-09,18.1,1945
1945-01-10,18.1,1945
1945-01-11,18.1,1945
1945-01-12,18.2,1945
1946-01-01,18.2,1946
1946-01-02,18.1,1946
1946-01-03,18.3,1946
1946-01-04,18.4,1946
1946-01-05,18.5,1946
1946-01-06,18.7,1946
1946-01-07,19.8,1946
1946-01-08,20.2,1946
1946-01-09,20.4,1946
1946-01-10,20.8,1946
1946-01-11,21.3,1946
1946-01-12,21.5,1946
1947-01-01,21.5,1947
1947-01-02,21.5,1947
1947-01-03,21.9,1947
1947-01-04,21.9,1947
1947-01-05,21.9,1947
1947-01-06,22.0,1947
1947-01-07,22.2,1947
1947-01-08,22.5,1947
1947-01-09,23.0,1947
1947-01-10,23.0,1947
1947-01-11,23.1,1947
1947-01-12,23.4,1947
1948-01-01,23.7,1948
1948-01-02,23.5,1948
1948-01-03,23.4,1948
1948-01-04,23.8,1948
1948-01-05,23.9,1948
1948-01-06,24.1,1948
1948-01-07,24.4,1948
1948-01-08,24.5,1948
1948-01-09,24.5,1948
1948-01-10,24.4,1948
1948-01-11,24.2,1948
1948-01-12,24.1,1948
1949-01-01,24.0,1949
1949-01-02,23.8,1949
1949-01-03,23.8,1949
1949-01-04,23.9,1949
1949-01-05,23.8,1949
1949-01-06,23.9,1949
1949-01-07,23.7,1949
1949-01-08,23.8,1949
1949-01-09,23.9,1949
1949-01-10,23.7,1949
1949-01-11,23.8,1949
1949-01-12,23.6,1949
1950-01-01,23.5,1950
1950-01-02,23.5,1950
1950-01-03,23.6,1950
1950-01-04,23.6,1950
1950-01-05,23.7,1950
1950-01-06,23.8,1950
1950-01-07,24.1,1950
1950-01-08,24.3,1950
1950-01-09,24.4,1950
1950-01-10,24.6,1950
1950-01-11,24.7,1950
1950-01-12,25.0,1950
1951-01-01,25.4,1951
1951-01-02,25.7,1951
1951-01-03,25.8,1951
1951-01-04,25.8,1951
1951-01-05,25.9,1951
1951-01-06,25.9,1951
1951-01-07,25.9,1951
1951-01-08,25.9,1951
1951-01-09,26.1,1951
1951-01-10,26.2,1951
1951-01-11,26.4,1951
1951-01-12,26.5,1951
1952-01-01,26.5,1952
1952-01-02,26.3,1952
1952-01-03,26.3,1952
1952-01-04,26.4,1952
1952-01-05,26.4,1952
1952-01-06,26.5,1952
1952-01-07,26.7,1952
1952-01-08,26.7,1952
1952-01-09,26.7,1952
1952-01-10,26.7,1952
1952-01-11,26.7,1952
1952-01-12,26.7,1952
1953-01-01,26.6,1953
1953-01-02,26.5,1953
1953-01-03,26.6,1953
1953-01-04,26.6,1953
1953-01-05,26.7,1953
1953-01-06,26.8,1953
1953-01-07,26.8,1953
1953-01-08,26.9,1953
1953-01-09,26.9,1953
1953-01-10,27.0,1953
1953-01-11,26.9,1953
1953-01-12,26.9,1953
1954-01-01,26.9,1954
1954-01-02,26.9,1954
1954-01-03,26.9,1954
1954-01-04,26.8,1954
1954-01-05,26.9,1954
1954-01-06,26.9,1954
1954-01-07,26.9,1954
1954-01-08,26.9,1954
1954-01-09,26.8,1954
1954-01-10,26.8,1954
1954-01-11,26.8,1954
1954-01-12,26.7,1954
1955-01-01,26.7,1955
1955-01-02,26.7,1955
1955-01-03,26.7,1955
1955-01-04,26.7,1955
1955-01-05,26.7,1955
1955-01-06,26.7,1955
1955-01-07,26.8,1955
1955-01-08,26.8,1955
1955-01-09,26.9,1955
1955-01-10,26.9,1955
1955-01-11,26.9,1955
1955-01-12,26.8,1955
1956-01-01,26.8,1956
1956-01-02,26.8,1956
1956-01-03,26.8,1956
1956-01-04,26.9,1956
1956-01-05,27.0,1956
1956-01-06,27.2,1956
1956-01-07,27.4,1956
1956-01-08,27.3,1956
1956-01-09,27.4,1956
1956-01-10,27.5,1956
1956-01-11,27.5,1956
1956-01-12,27.6,1956
1957-01-01,27.6,1957
1957-01-02,27.7,1957
1957-01-03,27.8,1957
1957-01-04,27.9,1957
1957-01-05,28.0,1957
1957-01-06,28.1,1957
1957-01-07,28.3,1957
1957-01-08,28.3,1957
1957-01-09,28.3,1957
1957-01-10,28.3,1957
1957-01-11,28.4,1957
1957-01-12,28.4,1957
1958-01-01,28.6,1958
1958-01-02,28.6,1958
1958-01-03,28.8,1958
1958-01-04,28.9,1958
1958-01-05,28.9,1958
1958-01-06,28.9,1958
1958-01-07,29.0,1958
1958-01-08,28.9,1958
1958-01-09,28.9,1958
1958-01-10,28.9,1958
1958-01-11,29.0,1958
1958-01-12,28.9,1958
1959-01-01,29.0,1959
1959-01-02,28.9,1959
1959-01-03,28.9,1959
1959-01-04,29.0,1959
1959-01-05,29.0,1959
1959-01-06,29.1,1959
1959-01-07,29.2,1959
1959-01-08,29.2,1959
1959-01-09,29.3,1959
1959-01-10,29.4,1959
1959-01-11,29.4,1959
1959-01-12,29.4,1959
1960-01-01,29.3,1960
1960-01-02,29.4,1960
1960-01-03,29.4,1960
1960-01-04,29.5,1960
1960-01-05,29.5,1960
1960-01-06,29.6,1960
1960-01-07,29.6,1960
1960-01-08,29.6,1960
1960-01-09,29.6,1960
1960-01-10,29.8,1960
1960-01-11,29.8,1960
1960-01-12,29.8,1960
1961-01-01,29.8,1961
1961-01-02,29.8,1961
1961-01-03,29.8,1961
1961-01-04,29.8,1961
1961-01-05,29.8,1961
1961-01-06,29.8,1961
1961-01-07,30.0,1961
1961-01-08,29.9,1961
1961-01-09,30.0,1961
1961-01-10,30.0,1961
1961-01-11,30.0,1961
1961-01-12,30.0,1961
1962-01-01,30.0,1962
1962-01-02,30.1,1962
1962-01-03,30.1,1962
1962-01-04,30.2,1962
1962-01-05,30.2,1962
1962-01-06,30.2,1962
1962-01-07,30.3,1962
1962-01-08,30.3,1962
1962-01-09,30.4,1962
1962-01-10,30.4,1962
1962-01-11,30.4,1962
1962-01-12,30.4,1962
1963-01-01,30.4,1963
1963-01-02,30.4,1963
1963-01-03,30.5,1963
1963-01-04,30.5,1963
1963-01-05,30.5,1963
1963-01-06,30.6,1963
1963-01-07,30.7,1963
1963-01-08,30.7,1963
1963-01-09,30.7,1963
1963-01-10,30.8,1963
1963-01-11,30.8,1963
1963-01-12,30.9,1963
1964-01-01,30.9,1964
1964-01-02,30.9,1964
1964-01-03,30.9,1964
1964-01-04,30.9,1964
1964-01-05,30.9,1964
1964-01-06,31.0,1964
1964-01-07,31.1,1964
1964-01-08,31.0,1964
1964-01-09,31.1,1964
1964-01-10,31.1,1964
1964-01-11,31.2,1964
1964-01-12,31.2,1964
1965-01-01,31.2,1965
1965-01-02,31.2,1965
1965-01-03,31.3,1965
1965-01-04,31.4,1965
1965-01-05,31.4,1965
1965-01-06,31.6,1965
1965-01-07,31.6,1965
1965-01-08,31.6,1965
1965-01-09,31.6,1965
1965-01-10,31.7,1965
1965-01-11,31.7,1965
1965-01-12,31.8,1965
1966-01-01,31.8,1966
1966-01-02,32.0,1966
1966-01-03,32.1,1966
1966-01-04,32.3,1966
1966-01-05,32.3,1966
1966-01-06,32.4,1966
1966-01-07,32.5,1966
1966-01-08,32.7,1966
1966-01-09,32.7,1966
1966-01-10,32.9,1966
1966-01-11,32.9,1966
1966-01-12,32.9,1966
1967-01-01,32.9,1967
1967-01-02,32.9,1967
1967-01-03,33.0,1967
1967-01-04,33.1,1967
1967-01-05,33.2,1967
1967-01-06,33.3,1967
1967-01-07,33.4,1967
1967-01-08,33.5,1967
1967-01-09,33.6,1967
1967-01-10,33.7,1967
1967-01-11,33.8,1967
1967-01-12,33.9,1967
1968-01-01,34.1,1968
1968-01-02,34.2,1968
1968-01-03,34.3,1968
1968-01-04,34.4,1968
1968-01-05,34.5,1968
1968-01-06,34.7,1968
1968-01-07,34.9,1968
1968-01-08,35.0,1968
1968-01-09,35.1,1968
1968-01-10,35.3,1968
1968-01-11,35.4,1968
1968-01-12,35.5,1968
1969-01-01,35.6,1969
1969-01-02,35.8,1969
1969-01-03,36.1,1969
1969-01-04,36.3,1969
1969-01-05,36.4,1969
1969-01-06,36.6,1969
1969-01-07,36.8,1969
1969-01-08,37.0,1969
1969-01-09,37.1,1969
1969-01-10,37.3,1969
1969-01-11,37.5,1969
1969-01-12,37.7,1969
1970-01-01,37.8,1970
1970-01-02,38.0,1970
1970-01-03,38.2,1970
1970-01-04,38.5,1970
1970-01-05,38.6,1970
1970-01-06,38.8,1970
1970-01-07,39.0,1970
1970-01-08,39.0,1970
1970-01-09,39.2,1970
1970-01-10,39.4,1970
1970-01-11,39.6,1970
1970-01-12,39.8,1970
1971-01-01,39.8,1971
1971-01-02,39.9,1971
1971-01-03,40.0,1971
1971-01-04,40.1,1971
1971-01-05,40.3,1971
1971-01-06,40.6,1971
1971-01-07,40.7,1971
1971-01-08,40.8,1971
1971-01-09,40.8,1971
1971-01-10,40.9,1971
1971-01-11,40.9,1971
1971-01-12,41.1,1971
1972-01-01,41.1,1972
1972-01-02,41.3,1972
1972-01-03,41.4,1972
1972-01-04,41.5,1972
1972-01-05,41.6,1972
1972-01-06,41.7,1972
1972-01-07,41.9,1972
1972-01-08,42.0,1972
1972-01-09,42.1,1972
1972-01-10,42.3,1972
1972-01-11,42.4,1972
1972-01-12,42.5,1972
1973-01-01,42.6,1973
1973-01-02,42.9,1973
1973-01-03,43.3,1973
1973-01-04,43.6,1973
1973-01-05,43.9,1973
1973-01-06,44.2,1973
1973-01-07,44.3,1973
1973-01-08,45.1,1973
1973-01-09,45.2,1973
1973-01-10,45.6,1973
1973-01-11,45.9,1973
1973-01-12,46.2,1973
1974-01-01,46.6,1974
1974-01-02,47.2,1974
1974-01-03,47.8,1974
1974-01-04,48.0,1974
1974-01-05,48.6,1974
1974-01-06,49.0,1974
1974-01-07,49.4,1974
1974-01-08,50.0,1974
1974-01-09,50.6,1974
1974-01-10,51.1,1974
1974-01-11,51.5,1974
1974-01-12,51.9,1974
1975-01-01,52.1,1975
1975-01-02,52.5,1975
1975-01-03,52.7,1975
1975-01-04,52.9,1975
1975-01-05,53.2,1975
1975-01-06,53.6,1975
1975-01-07,54.2,1975
1975-01-08,54.3,1975
1975-01-09,54.6,1975
1975-01-10,54.9,1975
1975-01-11,55.3,1975
1975-01-12,55.5,1975
1976-01-01,55.6,1976
1976-01-02,55.8,1976
1976-01-03,55.9,1976
1976-01-04,56.1,1976
1976-01-05,56.5,1976
1976-01-06,56.8,1976
1976-01-07,57.1,1976
1976-01-08,57.4,1976
1976-01-09,57.6,1976
1976-01-10,57.9,1976
1976-01-11,58.0,1976
1976-01-12,58.2,1976
1977-01-01,58.5,1977
1977-01-02,59.1,1977
1977-01-03,59.5,1977
1977-01-04,60.0,1977
1977-01-05,60.3,1977
1977-01-06,60.7,1977
1977-01-07,61.0,1977
1977-01-08,61.2,1977
1977-01-09,61.4,1977
1977-01-10,61.6,1977
1977-01-11,61.9,1977
1977-01-12,62.1,1977
1978-01-01,62.5,1978
1978-01-02,62.9,1978
1978-01-03,63.4,1978
1978-01-04,63.9,1978
1978-01-05,64.5,1978
1978-01-06,65.2,1978
1978-01-07,65.7,1978
1978-01-08,66.0,1978
1978-01-09,66.5,1978
1978-01-10,67.1,1978
1978-01-11,67.4,1978
1978-01-12,67.7,1978
1979-01-01,68.3,1979
1979-01-02,69.1,1979
1979-01-03,69.8,1979
1979-01-04,70.6,1979
1979-01-05,71.5,1979
1979-01-06,72.3,1979
1979-01-07,73.1,1979
1979-01-08,73.8,1979
1979-01-09,74.6,1979
1979-01-10,75.2,1979
1979-01-11,75.9,1979
1979-01-12,76.7,1979
1980-01-01,77.8,1980
1980-01-02,78.9,1980
1980-01-03,80.1,1980
1980-01-04,81.0,1980
1980-01-05,81.8,1980
1980-01-06,82.7,1980
1980-01-07,82.7,1980
1980-01-08,83.3,1980
1980-01-09,84.0,1980
1980-01-10,84.8,1980
1980-01-11,85.5,1980
1980-01-12,86.3,1980
1981-01-01,87.0,1981
1981-01-02,87.9,1981
1981-01-03,88.5,1981
1981-01-04,89.1,1981
1981-01-05,89.8,1981
1981-01-06,90.6,1981
1981-01-07,91.6,1981
1981-01-08,92.3,1981
1981-01-09,93.2,1981
1981-01-10,93.4,1981
1981-01-11,93.7,1981
1981-01-12,94.0,1981
1982-01-01,94.3,1982
1982-01-02,94.6,1982
1982-01-03,94.5,1982
1982-01-04,94.9,1982
1982-01-05,95.8,1982
1982-01-06,97.0,1982
1982-01-07,97.5,1982
1982-01-08,97.7,1982
1982-01-09,97.9,1982
1982-01-10,98.2,1982
1982-01-11,98.0,1982
1982-01-12,97.6,1982
1983-01-01,97.8,1983
1983-01-02,97.9,1983
1983-01-03,97.9,1983
1983-01-04,98.6,1983
1983-01-05,99.2,1983
1983-01-06,99.5,1983
1983-01-07,99.9,1983
1983-01-08,100.2,1983
1983-01-09,100.7,1983
1983-01-10,101.0,1983
1983-01-11,101.2,1983
1983-01-12,101.3,1983
1984-01-01,101.9,1984
1984-01-02,102.4,1984
1984-01-03,102.6,1984
1984-01-04,103.1,1984
1984-01-05,103.4,1984
1984-01-06,103.7,1984
1984-01-07,104.1,1984
1984-01-08,104.5,1984
1984-01-09,105.0,1984
1984-01-10,105.3,1984
1984-01-11,105.3,1984
1984-01-12,105.3,1984
1985-01-01,105.5,1985
1985-01-02,106.0,1985
1985-01-03,106.4,1985
1985-01-04,106.9,1985
1985-01-05,107.3,1985
1985-01-06,107.6,1985
1985-01-07,107.8,1985
1985-01-08,108.0,1985
1985-01-09,108.3,1985
1985-01-10,108.7,1985
1985-01-11,109.0,1985
1985-01-12,109.3,1985
1986-01-01,109.6,1986
1986-01-02,109.3,1986
1986-01-03,108.8,1986
1986-01-04,108.6,1986
1986-01-05,108.9,1986
1986-01-06,109.5,1986
1986-01-07,109.5,1986
1986-01-08,109.7,1986
1986-01-09,110.2,1986
1986-01-10,110.3,1986
1986-01-11,110.4,1986
1986-01-12,110.5,1986
1987-01-01,111.2,1987
1987-01-02,111.6,1987
1987-01-03,112.1,1987
1987-01-04,112.7,1987
1987-01-05,113.1,1987
1987-01-06,113.5,1987
1987-01-07,113.8,1987
1987-01-08,114.4,1987
1987-01-09,115.0,1987
1987-01-10,115.3,1987
1987-01-11,115.4,1987
1987-01-12,115.4,1987
1988-01-01,115.7,1988
1988-01-02,116.0,1988
1988-01-03,116.5,1988
1988-01-04,117.1,1988
1988-01-05,117.5,1988
1988-01-06,118.0,1988
1988-01-07,118.5,1988
1988-01-08,119.0,1988
1988-01-09,119.8,1988
1988-01-10,120.2,1988
1988-01-11,120.3,1988
1988-01-12,120.5,1988
1989-01-01,121.1,1989
1989-01-02,121.6,1989
1989-01-03,122.3,1989
1989-01-04,123.1,1989
1989-01-05,123.8,1989
1989-01-06,124.1,1989
1989-01-07,124.4,1989
1989-01-08,124.6,1989
1989-01-09,125.0,1989
1989-01-10,125.6,1989
1989-01-11,125.9,1989
1989-01-12,126.1,1989
1990-01-01,127.4,1990
1990-01-02,128.0,1990
1990-01-03,128.7,1990
1990-01-04,128.9,1990
1990-01-05,129.2,1990
1990-01-06,129.9,1990
1990-01-07,130.4,1990
1990-01-08,131.6,1990
1990-01-09,132.7,1990
1990-01-10,133.5,1990
1990-01-11,133.8,1990
1990-01-12,133.8,1990
1991-01-01,134.6,1991
1991-01-02,134.8,1991
1991-01-03,135.0,1991
1991-01-04,135.2,1991
1991-01-05,135.6,1991
1991-01-06,136.0,1991
1991-01-07,136.2,1991
1991-01-08,136.6,1991
1991-01-09,137.2,1991
1991-01-10,137.4,1991
1991-01-11,137.8,1991
1991-01-12,137.9,1991
1992-01-01,138.1,1992
1992-01-02,138.6,1992
1992-01-03,139.3,1992
1992-01-04,139.5,1992
1992-01-05,139.7,1992
1992-01-06,140.2,1992
1992-01-07,140.5,1992
1992-01-08,140.9,1992
1992-01-09,141.3,1992
1992-01-10,141.8,1992
1992-01-11,142.0,1992
1992-01-12,141.9,1992
1993-01-01,142.6,1993
1993-01-02,143.1,1993
1993-01-03,143.6,1993
1993-01-04,144.0,1993
1993-01-05,144.2,1993
1993-01-06,144.4,1993
1993-01-07,144.4,1993
1993-01-08,144.8,1993
1993-01-09,145.1,1993
1993-01-10,145.7,1993
1993-01-11,145.8,1993
1993-01-12,145.8,1993
1994-01-01,146.2,1994
1994-01-02,146.7,1994
1994-01-03,147.2,1994
1994-01-04,147.4,1994
1994-01-05,147.5,1994
1994-01-06,148.0,1994
1994-01-07,148.4,1994
1994-01-08,149.0,1994
1994-01-09,149.4,1994
1994-01-10,149.5,1994
1994-01-11,149.7,1994
1994-01-12,149.7,1994
1995-01-01,150.3,1995
1995-01-02,150.9,1995
1995-01-03,151.4,1995
1995-01-04,151.9,1995
1995-01-05,152.2,1995
1995-01-06,152.5,1995
1995-01-07,152.5,1995
1995-01-08,152.9,1995
1995-01-09,153.2,1995
1995-01-10,153.7,1995
1995-01-11,153.6,1995
1995-01-12,153.5,1995
1996-01-01,154.4,1996
1996-01-02,154.9,1996
